"日付","始値","高値","安値","終値","出来高","前日比"
"2018/01/04","1,044.0","1,044.0","1,024.0","1,032.0","8,289,400","-0.5"
"2018/01/05","1,025.5","1,025.5","988.0","1,013.5","15,142,500","-18.5"
"2018/01/09","1,012.5","1,014.0","1,000.0","1,001.0","17,390,700","-12.5"
"2018/01/10","1,009.0","1,017.0","1,006.5","1,013.5","7,784,700","+12.5"
"2018/01/11","1,010.5","1,013.0","1,004.5","1,008.5","7,439,400","-5.0"
"2018/01/12","1,005.0","1,006.5","1,000.0","1,001.5","9,275,800","-7.0"
"2018/01/15","1,000.0","1,001.0","975.7","977.1","23,942,600","-24.4"
"2018/01/16","976.0","985.5","960.0","971.9","27,011,300","-5.2"
"2018/01/17","960.3","979.6","958.0","959.5","24,875,100","-12.4"
"2018/01/18","963.0","963.2","951.9","956.5","17,895,400","-3.0"
"2018/01/19","956.0","964.9","953.3","964.8","8,874,700","+8.3"
"2018/01/22","970.0","970.8","961.7","966.3","8,177,600","+1.5"
"2018/01/23","969.9","971.9","966.0","970.8","9,217,900","+4.5"
"2018/01/24","975.6","986.8","971.3","984.6","10,453,600","+13.8"
"2018/01/25","985.2","985.3","972.6","976.3","8,409,100","-8.3"
"2018/01/26","978.0","1,037.0","968.7","1,020.5","40,965,300","+44.2"
"2018/01/29","1,035.5","1,045.0","1,007.0","1,013.5","23,516,300","-7.0"
"2018/01/30","1,021.5","1,022.0","981.2","983.0","19,733,000","-30.5"
"2018/01/31","985.0","1,002.5","980.1","985.8","13,084,400","+2.8"
"2018/02/01","989.9","994.4","974.1","985.9","8,733,800","+0.1"
"2018/02/02","985.3","993.0","981.3","991.5","6,270,600","+5.6"
"2018/02/05","976.5","990.6","973.2","988.8","9,002,100","-2.7"
"2018/02/06","958.1","959.0","907.7","923.0","23,841,200","-65.8"
"2018/02/07","948.0","978.3","937.0","939.5","15,832,200","+16.5"
"2018/02/08","942.4","949.5","935.1","939.0","7,563,700","-0.5"
"2018/02/09","908.0","942.0","905.0","939.7","11,937,200","+0.7"
"2018/02/13","954.9","955.2","924.4","934.9","12,837,900","-4.8"
"2018/02/14","953.0","974.0","916.0","918.4","15,100,000","-16.5"
"2018/02/15","917.0","927.1","908.5","920.0","12,462,200","+1.6"
"2018/02/16","920.0","920.4","906.8","909.7","13,819,600","-10.3"
"2018/02/19","915.0","938.0","912.1","938.0","8,917,800","+28.3"
"2018/02/20","934.4","941.4","930.1","938.9","5,981,500","+0.9"
"2018/02/21","937.0","938.0","918.1","924.6","8,895,700","-14.3"
"2018/02/22","924.2","928.0","916.6","927.1","6,204,900","+2.5"
"2018/02/23","921.6","948.9","921.6","947.6","9,524,800","+20.5"
"2018/02/26","948.0","963.0","940.1","950.2","8,583,900","+2.6"
"2018/02/27","959.8","959.8","935.1","937.0","8,481,700","-13.2"
"2018/02/28","934.0","983.7","932.4","977.3","20,053,300","+40.3"
"2018/03/01","970.4","972.0","948.5","952.4","11,494,300","-24.9"
"2018/03/02","937.5","938.4","912.6","914.9","14,572,300","-37.5"
"2018/03/05","910.0","910.9","899.3","906.0","14,354,300","-8.9"
"2018/03/06","915.0","927.1","907.4","918.0","12,559,600","+12.0"
"2018/03/07","913.0","926.8","909.5","916.0","10,812,300","-2.0"
"2018/03/08","921.5","933.4","916.2","919.3","5,732,200","+3.3"
"2018/03/09","921.4","930.6","915.3","917.8","8,015,100","-1.5"
"2018/03/12","926.6","942.2","924.7","932.7","7,626,000","+14.9"
"2018/03/13","936.9","946.4","929.8","946.4","7,581,500","+13.7"
"2018/03/14","936.3","938.5","925.6","928.6","7,102,200","-17.8"
"2018/03/15","928.5","936.9","927.4","931.0","8,099,700","+2.4"
"2018/03/16","930.0","930.0","920.3","925.4","7,110,200","-5.6"
"2018/03/19","923.0","926.6","906.4","913.4","6,350,400","-12.0"
"2018/03/20","907.3","913.8","905.3","912.6","6,031,400","-0.8"
"2018/03/22","913.2","927.6","910.4","912.0","6,927,800","-0.6"
"2018/03/23","900.0","900.1","870.6","872.5","16,609,200","-39.5"
"2018/03/26","863.0","883.6","862.8","880.3","7,015,800","+7.8"
"2018/03/27","888.8","901.3","881.6","900.0","6,913,400","+19.7"
"2018/03/28","885.0","900.3","880.6","895.9","8,609,200","-4.1"
"2018/03/29","885.1","888.7","864.5","872.8","13,651,200","-23.1"
"2018/03/30","879.5","899.2","878.7","899.1","7,165,100","+26.3"
"2018/04/02","895.0","895.0","881.3","881.6","7,245,900","-17.5"
"2018/04/03","875.0","883.2","862.3","868.4","10,627,800","-13.2"
"2018/04/04","872.8","873.6","851.5","851.7","12,434,700","-16.7"
"2018/04/05","851.0","869.7","850.1","865.8","11,692,400","+14.1"
"2018/04/06","865.5","865.5","852.8","853.1","9,485,000","-12.7"
"2018/04/09","850.1","851.9","827.8","828.7","15,466,800","-24.4"
"2018/04/10","824.7","824.9","792.1","800.3","26,117,800","-28.4"
"2018/04/11","807.1","814.2","798.3","800.6","13,124,700","+0.3"
"2018/04/12","795.0","799.3","788.0","794.1","12,158,200","-6.5"
"2018/04/13","790.0","800.6","786.0","794.1","10,916,900","0.0"
"2018/04/16","786.5","792.0","783.0","785.0","12,682,600","-9.1"
"2018/04/17","779.0","783.4","771.3","773.0","16,737,300","-12.0"
"2018/04/18","782.1","795.4","770.7","792.8","17,120,000","+19.8"
"2018/04/19","790.0","803.7","784.2","792.5","18,633,800","-0.3"
"2018/04/20","785.2","790.0","779.0","779.3","13,123,400","-13.2"
"2018/04/23","777.0","777.7","761.8","767.2","14,675,300","-12.1"
"2018/04/24","772.0","779.4","768.1","770.0","9,435,900","+2.8"
"2018/04/25","765.0","773.1","760.0","771.4","9,057,600","+1.4"
"2018/04/26","773.7","774.4","768.4","772.5","10,379,600","+1.1"
"2018/04/27","780.0","787.2","776.6","780.2","7,861,200","+7.7"
"2018/05/01","786.8","802.0","785.3","799.5","12,456,300","+19.3"
"2018/05/02","810.0","821.3","799.6","810.8","15,268,300","+11.3"
"2018/05/07","821.0","821.8","803.1","807.6","10,036,600","-3.2"
"2018/05/08","814.2","814.5","801.8","813.7","6,520,100","+6.1"
"2018/05/09","810.5","814.3","804.8","807.3","7,142,200","-6.4"
"2018/05/10","813.0","821.2","808.8","813.9","6,735,300","+6.6"
"2018/05/11","795.0","795.8","765.0","778.2","18,317,300","-35.7"
"2018/05/14","781.8","789.7","778.2","786.6","8,070,700","+8.4"
"2018/05/15","785.0","789.7","777.5","781.5","8,887,400","-5.1"
"2018/05/16","777.8","782.3","775.6","778.3","6,330,600","-3.2"
"2018/05/17","777.0","778.2","773.0","777.2","6,210,000","-1.1"
