"日付","始値","高値","安値","終値","出来高","前日比"
"2016/01/04","1,400.0","1,427.5","1,377.5","1,381.0","5,580,400","-22.0"
"2016/01/05","1,359.0","1,364.5","1,335.5","1,346.0","6,419,200","-35.0"
"2016/01/06","1,333.0","1,338.5","1,282.0","1,301.0","10,627,900","-45.0"
"2016/01/07","1,296.0","1,320.5","1,270.5","1,270.5","9,614,400","-30.5"
"2016/01/08","1,254.0","1,291.0","1,250.0","1,265.0","7,416,000","-5.5"
"2016/01/12","1,244.5","1,249.0","1,205.0","1,212.0","9,674,700","-53.0"
"2016/01/13","1,234.5","1,280.5","1,233.5","1,278.5","9,073,900","+66.5"
"2016/01/14","1,250.5","1,260.0","1,199.0","1,234.0","9,583,500","-44.5"
"2016/01/15","1,252.5","1,265.0","1,215.5","1,225.5","5,321,800","-8.5"
"2016/01/18","1,178.0","1,216.5","1,178.0","1,209.0","6,398,800","-16.5"
"2016/01/19","1,193.0","1,202.5","1,165.0","1,180.0","9,556,500","-29.0"
"2016/01/20","1,179.5","1,179.5","1,122.0","1,123.5","8,055,100","-56.5"
"2016/01/21","1,116.5","1,155.5","1,103.0","1,103.0","9,382,500","-20.5"
"2016/01/22","1,139.5","1,180.5","1,132.0","1,178.0","7,180,600","+75.0"
"2016/01/25","1,203.5","1,218.5","1,175.0","1,205.5","6,432,400","+27.5"
"2016/01/26","1,178.0","1,192.0","1,160.5","1,181.5","5,830,400","-24.0"
"2016/01/27","1,209.0","1,234.0","1,197.0","1,208.5","5,583,000","+27.0"
"2016/01/28","1,223.0","1,225.0","1,185.0","1,195.0","6,047,800","-13.5"
"2016/01/29","1,200.5","1,230.5","1,174.5","1,228.5","6,685,500","+33.5"
"2016/02/01","1,265.0","1,296.5","1,247.0","1,295.0","7,845,400","+66.5"
"2016/02/02","1,252.0","1,282.0","1,251.5","1,262.0","5,851,500","-33.0"
"2016/02/03","1,233.0","1,233.0","1,188.5","1,205.0","7,980,600","-57.0"
"2016/02/04","1,189.0","1,213.0","1,176.5","1,194.0","5,203,900","-11.0"
"2016/02/05","1,175.5","1,201.0","1,170.5","1,192.0","6,537,000","-2.0"
"2016/02/08","1,173.0","1,230.0","1,170.0","1,214.0","5,196,200","+22.0"
"2016/02/09","1,160.0","1,162.5","1,116.0","1,129.5","7,245,200","-84.5"
"2016/02/10","1,100.5","1,123.0","1,066.5","1,082.0","7,960,500","-47.5"
"2016/02/12","1,020.0","1,056.5","999.3","1,004.0","14,287,500","-78.0"
"2016/02/15","975.0","998.8","942.7","991.0","21,798,900","-13.0"
"2016/02/16","999.4","1,061.5","991.5","1,029.5","14,440,400","+38.5"
"2016/02/17","1,021.0","1,041.0","998.1","1,009.0","12,294,700","-20.5"
"2016/02/18","1,039.0","1,057.5","1,026.5","1,036.5","9,070,600","+27.5"
"2016/02/19","1,016.0","1,020.0","990.4","1,008.0","8,643,700","-28.5"
"2016/02/22","996.6","1,001.5","989.3","999.6","7,562,800","-8.4"
"2016/02/23","1,010.0","1,039.5","1,006.5","1,016.0","6,887,800","+16.4"
"2016/02/24","1,000.0","1,016.0","995.0","1,002.5","9,915,000","-13.5"
"2016/02/25","1,007.5","1,033.0","999.0","1,028.5","8,401,200","+26.0"
"2016/02/26","1,085.0","1,106.5","1,080.0","1,088.5","11,096,700","+60.0"
"2016/02/29","1,139.5","1,139.5","1,072.5","1,073.0","9,923,600","-15.5"
"2016/03/01","1,065.0","1,087.5","1,052.5","1,073.5","4,416,900","+0.5"
"2016/03/02","1,104.5","1,142.5","1,098.0","1,139.5","5,551,100","+66.0"
"2016/03/03","1,139.5","1,178.0","1,125.0","1,167.0","7,575,400","+27.5"
"2016/03/04","1,168.0","1,181.0","1,142.0","1,157.0","7,124,400","-10.0"
"2016/03/07","1,154.5","1,155.5","1,131.5","1,134.5","5,486,300","-22.5"
"2016/03/08","1,132.5","1,155.0","1,113.0","1,140.0","4,951,600","+5.5"
"2016/03/09","1,127.5","1,133.0","1,093.0","1,101.5","4,672,200","-38.5"
"2016/03/10","1,101.5","1,110.0","1,078.5","1,105.0","8,334,600","+3.5"
"2016/03/11","1,075.5","1,090.5","1,063.0","1,084.5","8,459,900","-20.5"
"2016/03/14","1,100.0","1,120.5","1,093.0","1,113.5","6,511,900","+29.0"
"2016/03/15","1,106.5","1,111.0","1,091.5","1,093.0","7,581,000","-20.5"
"2016/03/16","1,077.5","1,083.5","1,069.0","1,070.0","6,396,900","-23.0"
"2016/03/17","1,070.0","1,096.5","1,057.5","1,068.0","5,974,900","-2.0"
"2016/03/18","1,051.0","1,055.0","1,023.0","1,051.5","9,689,100","-16.5"
"2016/03/22","1,047.0","1,060.5","1,033.0","1,060.5","10,105,400","+9.0"
"2016/03/23","1,062.0","1,067.0","1,025.5","1,029.5","6,797,600","-31.0"
"2016/03/24","1,033.5","1,040.5","1,016.5","1,029.0","7,158,900","-0.5"
"2016/03/25","1,027.0","1,035.0","1,022.5","1,030.5","4,536,000","+1.5"
"2016/03/28","1,041.5","1,058.5","1,038.5","1,058.5","5,128,400","+28.0"
"2016/03/29","1,060.0","1,088.0","1,045.5","1,086.0","5,363,000","+27.5"
"2016/03/30","1,064.5","1,084.0","1,055.0","1,064.5","7,914,600","-21.5"
"2016/03/31","1,076.5","1,110.0","1,072.5","1,085.5","8,570,900","+21.0"
"2016/04/01","1,082.5","1,083.0","1,046.5","1,055.0","8,053,500","-30.5"
"2016/04/04","1,058.0","1,074.5","1,047.5","1,066.0","5,779,000","+11.0"
"2016/04/05","1,079.5","1,116.5","1,052.5","1,054.0","9,291,600","-12.0"
"2016/04/06","1,054.5","1,108.5","1,047.0","1,106.0","9,122,500","+52.0"
"2016/04/07","1,130.0","1,202.0","1,128.0","1,183.0","15,187,600","+77.0"
"2016/04/08","1,168.5","1,227.5","1,161.0","1,217.5","12,975,600","+34.5"
"2016/04/11","1,216.5","1,242.0","1,203.5","1,237.0","10,099,600","+19.5"
"2016/04/12","1,225.0","1,258.5","1,219.5","1,250.0","7,362,100","+13.0"
"2016/04/13","1,259.5","1,263.5","1,227.5","1,259.0","9,119,000","+9.0"
"2016/04/14","1,265.0","1,272.5","1,240.0","1,269.0","7,666,000","+10.0"
"2016/04/15","1,258.5","1,301.5","1,253.0","1,275.5","6,181,800","+6.5"
"2016/04/18","1,215.5","1,249.0","1,212.0","1,229.5","7,839,000","-46.0"
