"日付","始値","高値","安値","終値","出来高","前日比"
"2014/07/16","4,200.0","4,360.0","3,525.0","3,950.0","2,032,800","0.0"
"2014/07/17","3,930.0","4,080.0","3,450.0","3,450.0","1,895,500","-500.0"
"2014/07/18","3,250.0","3,585.0","3,215.0","3,365.0","807,300","-85.0"
"2014/07/22","3,415.0","3,440.0","3,015.0","3,020.0","425,500","-345.0"
"2014/07/23","3,120.0","3,500.0","3,030.0","3,500.0","807,700","+480.0"
"2014/07/24","3,375.0","3,865.0","3,315.0","3,625.0","2,193,300","+125.0"
"2014/07/25","3,645.0","3,775.0","3,555.0","3,625.0","713,200","0.0"
"2014/07/28","3,680.0","3,825.0","3,650.0","3,680.0","604,000","+55.0"
"2014/07/29","3,790.0","3,905.0","3,680.0","3,730.0","762,600","+50.0"
"2014/07/30","3,845.0","3,965.0","3,765.0","3,950.0","579,300","+220.0"
"2014/07/31","4,095.0","4,160.0","3,750.0","3,780.0","1,268,500","-170.0"
"2014/08/01","3,635.0","3,690.0","3,515.0","3,595.0","366,600","-185.0"
"2014/08/04","3,530.0","3,640.0","3,405.0","3,520.0","233,700","-75.0"
"2014/08/05","3,460.0","3,590.0","3,305.0","3,320.0","157,800","-200.0"
"2014/08/06","3,260.0","3,290.0","3,025.0","3,165.0","175,500","-155.0"
"2014/08/07","3,255.0","3,440.0","3,065.0","3,115.0","291,400","-50.0"
"2014/08/08","3,090.0","3,160.0","2,915.0","2,950.0","155,400","-165.0"
"2014/08/11","3,145.0","3,145.0","3,010.0","3,065.0","79,900","+115.0"
"2014/08/12","3,020.0","3,215.0","2,965.0","3,150.0","163,800","+85.0"
"2014/08/13","3,125.0","3,165.0","3,070.0","3,090.0","63,600","-60.0"
"2014/08/14","3,125.0","3,130.0","2,960.0","3,015.0","75,000","-75.0"
"2014/08/15","3,000.0","3,025.0","2,970.0","2,995.0","39,300","-20.0"
"2014/08/18","3,010.0","3,010.0","2,760.0","2,760.0","125,700","-235.0"
"2014/08/19","2,845.0","2,855.0","2,645.0","2,825.0","163,300","+65.0"
"2014/08/20","2,895.0","2,900.0","2,715.0","2,725.0","56,500","-100.0"
"2014/08/21","2,675.0","2,725.0","2,620.0","2,660.0","72,000","-65.0"
"2014/08/22","2,625.0","2,685.0","2,575.0","2,605.0","86,000","-55.0"
"2014/08/25","2,620.0","3,105.0","2,575.0","3,105.0","422,500","+500.0"
"2014/08/26","3,040.0","3,065.0","2,850.0","2,870.0","242,200","-235.0"
"2014/08/27","2,890.0","2,930.0","2,855.0","2,930.0","57,600","+60.0"
"2014/08/28","2,935.0","3,150.0","2,935.0","3,010.0","202,600","+80.0"
"2014/08/29","3,025.0","3,085.0","2,880.0","2,950.0","80,000","-60.0"
"2014/09/01","2,965.0","2,975.0","2,860.0","2,880.0","35,900","-70.0"
"2014/09/02","2,850.0","2,850.0","2,640.0","2,690.0","90,500","-190.0"
"2014/09/03","2,685.0","2,775.0","2,650.0","2,705.0","53,000","+15.0"
"2014/09/04","2,700.0","2,965.0","2,655.0","2,690.0","203,500","-15.0"
"2014/09/05","2,715.0","2,765.0","2,660.0","2,710.0","56,700","+20.0"
"2014/09/08","2,730.0","2,915.0","2,710.0","2,835.0","78,400","+125.0"
"2014/09/09","2,830.0","2,930.0","2,775.0","2,880.0","74,900","+45.0"
"2014/09/10","2,905.0","3,175.0","2,895.0","3,000.0","482,300","+120.0"
"2014/09/11","3,040.0","3,040.0","2,905.0","3,000.0","108,200","0.0"
"2014/09/12","2,990.0","2,995.0","2,765.0","2,815.0","121,400","-185.0"
"2014/09/16","2,830.0","2,830.0","2,725.0","2,725.0","44,400","-90.0"
"2014/09/17","2,760.0","3,115.0","2,750.0","3,020.0","295,200","+295.0"
"2014/09/18","3,120.0","3,150.0","2,770.0","2,865.0","255,500","-155.0"
