"日付","始値","高値","安値","終値","出来高","前日比"
"2019/01/04","7,120.0","7,460.0","6,850.0","7,400.0","19,600","+270.0"
"2019/01/07","7,550.0","7,600.0","7,150.0","7,190.0","30,700","-210.0"
"2019/01/08","7,200.0","7,310.0","7,040.0","7,040.0","28,100","-150.0"
"2019/01/09","7,150.0","7,280.0","7,000.0","7,150.0","23,000","+110.0"
"2019/01/10","7,150.0","7,240.0","7,000.0","7,000.0","14,400","-150.0"
"2019/01/11","7,030.0","7,140.0","6,950.0","6,960.0","11,300","-40.0"
"2019/01/15","6,860.0","7,100.0","6,810.0","6,860.0","16,500","-100.0"
"2019/01/16","6,990.0","7,000.0","6,880.0","6,970.0","10,300","+110.0"
"2019/01/17","6,870.0","7,170.0","6,870.0","7,080.0","21,300","+110.0"
"2019/01/18","7,220.0","7,550.0","7,120.0","7,510.0","52,800","+430.0"
"2019/01/21","7,550.0","7,680.0","7,110.0","7,230.0","63,000","-280.0"
"2019/01/22","7,300.0","7,400.0","7,150.0","7,250.0","22,500","+20.0"
"2019/01/23","7,210.0","7,300.0","7,120.0","7,120.0","21,200","-130.0"
"2019/01/24","7,100.0","7,100.0","6,920.0","6,990.0","27,200","-130.0"
"2019/01/25","6,970.0","7,070.0","6,950.0","6,970.0","19,200","-20.0"
"2019/01/28","7,070.0","7,460.0","7,010.0","7,380.0","61,300","+410.0"
"2019/01/29","7,310.0","7,490.0","7,200.0","7,420.0","52,200","+40.0"
"2019/01/30","7,050.0","7,100.0","6,790.0","6,930.0","97,900","-490.0"
"2019/01/31","7,030.0","7,140.0","6,830.0","6,890.0","39,300","-40.0"
"2019/02/01","6,870.0","6,970.0","6,850.0","6,880.0","21,200","-10.0"
"2019/02/04","6,930.0","7,060.0","6,860.0","6,920.0","29,900","+40.0"
"2019/02/05","7,020.0","7,140.0","6,950.0","6,950.0","32,900","+30.0"
"2019/02/06","6,990.0","7,360.0","6,990.0","7,310.0","61,900","+360.0"
