"日付","始値","高値","安値","終値","出来高","前日比"
"2018/04/24","24,500.0","24,825.0","21,000.0","21,000.0","192,900","0.0"
"2018/04/25","17,500.0","17,500.0","17,500.0","17,500.0","5,900","-3,500.0"
"2018/04/26","17,150.0","17,400.0","14,265.0","14,450.0","543,100","-3,050.0"
"2018/04/27","14,445.0","14,620.0","13,115.0","13,300.0","281,800","-1,150.0"
"2018/05/01","12,680.0","14,430.0","12,675.0","13,650.0","390,100","+350.0"
"2018/05/02","13,775.0","13,865.0","13,235.0","13,340.0","136,200","-310.0"
"2018/05/07","13,335.0","13,335.0","12,675.0","12,680.0","80,900","-660.0"
"2018/05/08","12,435.0","12,545.0","11,930.0","11,930.0","128,600","-750.0"
"2018/05/09","12,045.0","12,500.0","11,625.0","11,625.0","299,600","-305.0"
"2018/05/10","11,665.0","11,840.0","10,435.0","10,435.0","271,200","-1,190.0"
"2018/05/11","10,280.0","10,970.0","9,940.0","10,970.0","359,900","+535.0"
"2018/05/14","10,770.0","11,365.0","10,530.0","11,155.0","342,000","+185.0"
"2018/05/15","11,155.0","11,155.0","10,050.0","10,050.0","267,700","-1,105.0"
"2018/05/16","10,005.0","10,680.0","9,975.0","10,480.0","210,500","+430.0"
"2018/05/17","10,700.0","11,920.0","10,620.0","11,850.0","497,400","+1,370.0"
"2018/05/18","12,000.0","12,470.0","11,500.0","11,895.0","495,400","+45.0"
"2018/05/21","11,850.0","12,385.0","11,785.0","12,050.0","222,100","+155.0"
"2018/05/22","12,025.0","12,290.0","11,890.0","12,140.0","141,300","+90.0"
"2018/05/23","12,240.0","12,550.0","12,065.0","12,290.0","169,100","+150.0"
"2018/05/24","12,385.0","12,480.0","11,905.0","12,005.0","89,500","-285.0"
"2018/05/25","11,665.0","11,890.0","11,225.0","11,510.0","90,800","-495.0"
"2018/05/28","11,560.0","11,560.0","10,890.0","10,930.0","67,700","-580.0"
"2018/05/29","10,855.0","10,895.0","10,550.0","10,675.0","58,600","-255.0"
"2018/05/30","10,450.0","11,240.0","10,370.0","11,210.0","75,900","+535.0"
"2018/05/31","11,495.0","11,670.0","11,200.0","11,235.0","88,500","+25.0"
"2018/06/01","11,280.0","11,535.0","11,100.0","11,235.0","31,900","0.0"
"2018/06/04","11,360.0","11,400.0","10,655.0","10,760.0","55,200","-475.0"
"2018/06/05","10,790.0","10,795.0","10,465.0","10,510.0","33,000","-250.0"
"2018/06/06","10,460.0","10,980.0","10,380.0","10,955.0","42,400","+445.0"
"2018/06/07","11,015.0","11,110.0","10,675.0","10,880.0","39,800","-75.0"
"2018/06/08","10,850.0","11,040.0","10,760.0","10,980.0","37,600","+100.0"
"2018/06/11","10,500.0","10,700.0","10,175.0","10,260.0","104,400","-720.0"
"2018/06/12","10,220.0","10,370.0","10,150.0","10,205.0","38,100","-55.0"
"2018/06/13","10,165.0","10,300.0","9,955.0","10,225.0","75,700","+20.0"
"2018/06/14","10,220.0","10,545.0","10,100.0","10,200.0","43,800","-25.0"
"2018/06/15","10,205.0","10,500.0","10,200.0","10,365.0","38,800","+165.0"
"2018/06/18","10,360.0","10,360.0","10,050.0","10,165.0","18,500","-200.0"
"2018/06/19","10,205.0","10,210.0","10,000.0","10,010.0","31,300","-155.0"
"2018/06/20","9,955.0","9,955.0","8,810.0","9,185.0","103,900","-825.0"
"2018/06/21","9,125.0","9,500.0","8,935.0","9,255.0","40,300","+70.0"
"2018/06/22","9,125.0","9,150.0","8,975.0","9,015.0","19,300","-240.0"
"2018/06/25","8,750.0","8,900.0","8,480.0","8,550.0","49,900","-465.0"
"2018/06/26","8,425.0","8,500.0","8,150.0","8,370.0","32,200","-180.0"
"2018/06/27","8,420.0","8,420.0","8,250.0","8,285.0","14,800","-85.0"
"2018/06/28","8,400.0","8,400.0","8,160.0","8,185.0","13,300","-100.0"
"2018/06/29","8,185.0","8,600.0","8,060.0","8,520.0","23,700","+335.0"
"2018/07/02","8,660.0","9,225.0","8,500.0","9,105.0","77,400","+585.0"
"2018/07/03","9,305.0","10,100.0","9,225.0","10,025.0","100,500","+920.0"
"2018/07/04","10,250.0","10,625.0","10,160.0","10,625.0","96,700","+600.0"
"2018/07/05","10,435.0","10,615.0","9,550.0","9,675.0","68,700","-950.0"
"2018/07/06","9,585.0","10,240.0","9,270.0","10,000.0","57,600","+325.0"
"2018/07/09","10,075.0","10,120.0","9,600.0","9,700.0","23,200","-300.0"
"2018/07/10","9,730.0","9,950.0","9,560.0","9,605.0","18,100","-95.0"
"2018/07/11","9,340.0","9,625.0","9,335.0","9,445.0","13,500","-160.0"
"2018/07/12","9,450.0","10,425.0","9,390.0","10,315.0","70,600","+870.0"
"2018/07/13","10,475.0","10,475.0","10,045.0","10,080.0","36,700","-235.0"
"2018/07/17","10,005.0","10,330.0","9,890.0","9,920.0","23,800","-160.0"
"2018/07/18","10,000.0","10,200.0","9,910.0","9,960.0","20,700","+40.0"
"2018/07/19","9,975.0","10,010.0","9,625.0","9,690.0","22,700","-270.0"
"2018/07/20","9,675.0","10,290.0","9,575.0","10,290.0","49,500","+600.0"
"2018/07/23","10,250.0","10,775.0","10,075.0","10,725.0","66,700","+435.0"
"2018/07/24","10,945.0","11,200.0","10,355.0","10,465.0","98,700","-260.0"
"2018/07/25","10,395.0","10,640.0","10,285.0","10,420.0","30,900","-45.0"
"2018/07/26","10,580.0","10,800.0","10,165.0","10,300.0","34,200","-120.0"
"2018/07/27","10,355.0","10,415.0","10,145.0","10,250.0","20,800","-50.0"
"2018/07/30","10,340.0","10,615.0","10,060.0","10,060.0","25,200","-190.0"
"2018/07/31","10,230.0","10,240.0","10,010.0","10,065.0","15,200","+5.0"
"2018/08/01","10,190.0","10,220.0","10,050.0","10,100.0","13,400","+35.0"
"2018/08/02","10,100.0","10,160.0","9,550.0","9,575.0","33,500","-525.0"
"2018/08/03","9,450.0","9,695.0","9,410.0","9,415.0","18,000","-160.0"
"2018/08/06","9,485.0","9,485.0","9,100.0","9,400.0","18,700","-15.0"
"2018/08/07","9,595.0","9,595.0","9,400.0","9,465.0","11,500","+65.0"
"2018/08/08","9,435.0","9,595.0","9,405.0","9,405.0","7,000","-60.0"
"2018/08/09","9,300.0","9,300.0","9,005.0","9,065.0","26,300","-340.0"
"2018/08/10","9,000.0","9,145.0","9,000.0","9,085.0","9,800","+20.0"
"2018/08/13","9,000.0","9,000.0","8,850.0","8,910.0","8,400","-175.0"
"2018/08/14","8,805.0","8,985.0","8,805.0","8,925.0","4,900","+15.0"
"2018/08/15","8,900.0","9,145.0","8,825.0","8,840.0","9,900","-85.0"
"2018/08/16","8,750.0","8,750.0","8,500.0","8,615.0","14,900","-225.0"
"2018/08/17","8,630.0","8,630.0","8,480.0","8,530.0","8,800","-85.0"
"2018/08/20","8,485.0","8,600.0","8,485.0","8,495.0","6,300","-35.0"
"2018/08/21","8,475.0","8,530.0","8,240.0","8,240.0","17,700","-255.0"
"2018/08/22","8,225.0","8,455.0","8,225.0","8,310.0","12,500","+70.0"
"2018/08/23","8,310.0","8,790.0","8,310.0","8,745.0","18,300","+435.0"
"2018/08/24","8,950.0","9,250.0","8,855.0","9,180.0","26,200","+435.0"
"2018/08/27","9,180.0","9,200.0","9,005.0","9,110.0","12,500","-70.0"
"2018/08/28","9,130.0","9,490.0","9,105.0","9,330.0","22,500","+220.0"
"2018/08/29","9,260.0","9,430.0","9,250.0","9,340.0","8,700","+10.0"
"2018/08/30","9,390.0","9,475.0","9,285.0","9,445.0","12,700","+105.0"
"2018/08/31","9,395.0","9,475.0","9,310.0","9,390.0","7,000","-55.0"
"2018/09/03","9,450.0","9,590.0","9,380.0","9,550.0","8,500","+160.0"
"2018/09/04","9,575.0","9,590.0","9,460.0","9,525.0","6,900","-25.0"
"2018/09/05","9,480.0","9,480.0","9,000.0","9,300.0","9,500","-225.0"
"2018/09/06","9,165.0","9,185.0","9,085.0","9,110.0","2,300","-190.0"
"2018/09/07","9,025.0","9,050.0","8,855.0","8,940.0","7,800","-170.0"
"2018/09/10","8,870.0","9,245.0","8,870.0","9,125.0","4,800","+185.0"
"2018/09/11","9,250.0","9,500.0","9,170.0","9,440.0","17,400","+315.0"
"2018/09/12","9,255.0","9,255.0","8,795.0","8,795.0","23,000","-645.0"
"2018/09/13","8,610.0","8,795.0","8,425.0","8,430.0","26,100","-365.0"
"2018/09/14","8,595.0","8,595.0","8,425.0","8,525.0","10,700","+95.0"
"2018/09/18","8,525.0","8,715.0","8,510.0","8,680.0","11,200","+155.0"
"2018/09/19","8,765.0","8,995.0","8,670.0","8,680.0","22,500","0.0"
"2018/09/20","8,750.0","8,995.0","8,700.0","8,995.0","14,600","+315.0"
"2018/09/21","9,025.0","9,220.0","8,680.0","8,860.0","19,200","-135.0"
"2018/09/25","8,860.0","8,875.0","8,715.0","8,755.0","5,900","-105.0"
"2018/09/26","8,755.0","8,995.0","8,690.0","8,715.0","17,000","-40.0"
"2018/09/27","8,755.0","8,825.0","8,715.0","8,760.0","7,800","+45.0"
"2018/09/28","8,895.0","8,900.0","8,780.0","8,825.0","8,300","+65.0"
"2018/10/01","8,850.0","8,950.0","8,730.0","8,750.0","9,900","-75.0"
"2018/10/02","8,750.0","8,780.0","8,675.0","8,675.0","8,000","-75.0"
"2018/10/03","8,675.0","8,695.0","8,590.0","8,660.0","6,000","-15.0"
"2018/10/04","8,635.0","8,770.0","8,565.0","8,565.0","10,900","-95.0"
"2018/10/05","8,560.0","8,600.0","8,335.0","8,555.0","12,600","-10.0"
"2018/10/09","8,490.0","8,550.0","8,435.0","8,495.0","3,200","-60.0"
"2018/10/10","8,555.0","8,605.0","8,450.0","8,560.0","10,400","+65.0"
"2018/10/11","8,170.0","8,440.0","8,100.0","8,150.0","27,000","-410.0"
"2018/10/12","8,070.0","8,430.0","8,070.0","8,235.0","12,400","+85.0"
"2018/10/15","8,135.0","8,450.0","8,105.0","8,115.0","12,100","-120.0"
"2018/10/16","8,125.0","8,450.0","8,100.0","8,450.0","11,400","+335.0"
"2018/10/17","8,505.0","8,825.0","8,460.0","8,825.0","18,600","+375.0"
"2018/10/18","9,500.0","9,550.0","8,865.0","9,145.0","70,000","+320.0"
"2018/10/19","8,860.0","9,575.0","8,830.0","9,400.0","53,600","+255.0"
"2018/10/22","9,275.0","9,355.0","8,900.0","8,950.0","30,900","-450.0"
"2018/10/23","8,750.0","8,810.0","8,455.0","8,480.0","28,400","-470.0"
"2018/10/24","8,530.0","8,600.0","8,250.0","8,305.0","26,200","-175.0"
"2018/10/25","7,905.0","8,575.0","7,900.0","8,175.0","40,700","-130.0"
"2018/10/26","8,305.0","8,495.0","7,955.0","7,990.0","31,400","-185.0"
"2018/10/29","7,885.0","8,095.0","7,140.0","7,170.0","47,800","-820.0"
"2018/10/30","7,000.0","7,370.0","6,900.0","7,220.0","20,900","+50.0"
"2018/10/31","7,340.0","7,405.0","7,225.0","7,330.0","15,200","+110.0"
"2018/11/01","7,330.0","7,635.0","7,280.0","7,520.0","21,100","+190.0"
"2018/11/02","7,525.0","7,655.0","7,475.0","7,600.0","14,400","+80.0"
"2018/11/05","7,590.0","7,770.0","7,500.0","7,655.0","16,000","+55.0"
"2018/11/06","7,750.0","7,750.0","7,430.0","7,460.0","11,000","-195.0"
"2018/11/07","7,450.0","7,550.0","7,420.0","7,430.0","7,400","-30.0"
"2018/11/08","7,460.0","7,535.0","7,355.0","7,425.0","11,500","-5.0"
"2018/11/09","7,320.0","7,490.0","7,280.0","7,420.0","12,200","-5.0"
"2018/11/12","7,420.0","7,450.0","7,305.0","7,440.0","7,400","+20.0"
"2018/11/13","7,165.0","7,420.0","7,165.0","7,375.0","8,400","-65.0"
"2018/11/14","7,265.0","7,305.0","7,020.0","7,050.0","17,400","-325.0"
"2018/11/15","6,940.0","6,995.0","6,600.0","6,675.0","20,400","-375.0"
"2018/11/16","6,525.0","6,600.0","6,400.0","6,475.0","18,100","-200.0"
"2018/11/19","6,400.0","6,735.0","6,400.0","6,585.0","13,900","+110.0"
"2018/11/20","6,515.0","6,515.0","6,405.0","6,405.0","7,500","-180.0"
"2018/11/21","6,290.0","6,425.0","6,210.0","6,400.0","14,200","-5.0"
"2018/11/22","6,400.0","6,470.0","6,305.0","6,345.0","9,300","-55.0"
"2018/11/26","6,300.0","6,615.0","6,300.0","6,615.0","9,700","+270.0"
"2018/11/27","6,750.0","6,750.0","6,550.0","6,585.0","7,200","-30.0"
"2018/11/28","6,595.0","6,650.0","6,400.0","6,650.0","10,600","+65.0"
"2018/11/29","6,800.0","6,940.0","6,655.0","6,900.0","20,000","+250.0"
"2018/11/30","6,950.0","6,950.0","6,765.0","6,895.0","8,000","-5.0"
"2018/12/03","6,830.0","7,005.0","6,765.0","6,940.0","14,800","+45.0"
"2018/12/04","7,045.0","7,050.0","6,860.0","6,900.0","10,800","-40.0"
"2018/12/05","6,730.0","6,915.0","6,720.0","6,875.0","7,200","-25.0"
"2018/12/06","7,025.0","7,720.0","7,025.0","7,165.0","62,800","+290.0"
"2018/12/07","7,380.0","7,380.0","6,710.0","7,250.0","28,500","+85.0"
"2018/12/10","7,400.0","7,675.0","7,300.0","7,620.0","69,900","+370.0"
"2018/12/11","7,735.0","7,760.0","7,005.0","7,040.0","43,100","-580.0"
"2018/12/12","6,985.0","7,190.0","6,805.0","6,860.0","30,700","-180.0"
"2018/12/13","6,875.0","7,150.0","6,850.0","6,975.0","18,500","+115.0"
"2018/12/14","6,975.0","7,005.0","6,745.0","6,795.0","19,100","-180.0"
"2018/12/17","6,820.0","6,875.0","6,600.0","6,820.0","17,600","+25.0"
"2018/12/18","6,685.0","6,890.0","6,610.0","6,775.0","14,200","-45.0"
"2018/12/19","6,840.0","7,100.0","6,635.0","7,030.0","16,600","+255.0"
"2018/12/20","6,905.0","7,025.0","6,650.0","6,745.0","17,100","-285.0"
"2018/12/21","6,555.0","6,645.0","6,005.0","6,425.0","30,100","-320.0"
"2018/12/25","6,390.0","7,050.0","6,100.0","6,875.0","52,100","+450.0"
"2018/12/26","6,880.0","7,150.0","6,410.0","6,960.0","32,900","+85.0"
"2018/12/27","7,190.0","7,600.0","7,020.0","7,310.0","57,300","+350.0"
"2018/12/28","7,310.0","7,440.0","6,890.0","7,130.0","45,600","-180.0"
