"日付","始値","高値","安値","終値","前日比"
"2018/01/04","23,073.73","23,506.33","23,065.20","23,506.33","+741.39"
"2018/01/05","23,643.00","23,730.47","23,520.52","23,714.53","+208.20"
"2018/01/09","23,948.97","23,952.61","23,789.03","23,849.99","+135.46"
"2018/01/10","23,832.81","23,864.76","23,755.45","23,788.20","-61.79"
"2018/01/11","23,656.39","23,734.97","23,601.84","23,710.43","-77.77"
"2018/01/12","23,719.66","23,743.05","23,588.07","23,653.82","-56.61"
"2018/01/15","23,827.98","23,833.27","23,685.02","23,714.88","+61.06"
"2018/01/16","23,721.17","23,962.07","23,701.83","23,951.81","+236.93"
"2018/01/17","23,783.42","23,891.63","23,739.17","23,868.34","-83.47"
"2018/01/18","24,078.93","24,084.42","23,699.47","23,763.37","-104.97"
"2018/01/19","23,854.11","23,872.69","23,735.61","23,808.06","+44.69"
"2018/01/22","23,797.84","23,816.33","23,697.81","23,816.33","+8.27"
"2018/01/23","23,924.40","24,129.34","23,916.02","24,124.15","+307.82"
"2018/01/24","24,026.43","24,072.77","23,917.14","23,940.78","-183.37"
"2018/01/25","23,750.65","23,828.40","23,649.03","23,669.49","-271.29"
"2018/01/26","23,757.34","23,797.96","23,592.28","23,631.88","-37.61"
"2018/01/29","23,707.14","23,787.23","23,580.17","23,629.34","-2.54"
"2018/01/30","23,559.33","23,581.98","23,233.37","23,291.97","-337.37"
"2018/01/31","23,205.23","23,375.38","23,092.85","23,098.29","-193.68"
"2018/02/01","23,276.10","23,492.77","23,211.12","23,486.11","+387.82"
"2018/02/02","23,361.67","23,367.96","23,122.45","23,274.53","-211.58"
"2018/02/05","22,921.16","22,967.69","22,659.43","22,682.08","-592.45"
"2018/02/06","22,267.00","22,277.45","21,078.71","21,610.24","-1,071.84"
"2018/02/07","22,001.29","22,353.87","21,627.13","21,645.37","+35.13"
"2018/02/08","21,721.57","21,977.03","21,649.70","21,890.86","+245.49"
"2018/02/09","21,507.74","21,510.30","21,119.01","21,382.62","-508.24"
"2018/02/13","21,633.34","21,679.20","21,211.53","21,244.68","-137.94"
"2018/02/14","21,251.24","21,371.01","20,950.15","21,154.17","-90.51"
"2018/02/15","21,384.10","21,578.99","21,308.92","21,464.98","+310.81"
"2018/02/16","21,555.99","21,866.37","21,499.88","21,720.25","+255.27"
"2018/02/19","21,903.66","22,152.85","21,858.33","22,149.21","+428.96"
"2018/02/20","22,054.32","22,063.87","21,831.45","21,925.10","-224.11"
"2018/02/21","21,942.42","22,130.58","21,836.73","21,970.81","+45.71"
"2018/02/22","21,789.88","21,799.40","21,626.85","21,736.44","-234.37"
"2018/02/23","21,789.72","21,903.39","21,741.63","21,892.78","+156.34"
"2018/02/26","22,134.64","22,226.53","22,040.87","22,153.63","+260.85"
"2018/02/27","22,391.67","22,502.05","22,325.07","22,389.86","+236.23"
"2018/02/28","22,292.53","22,380.28","22,068.24","22,068.24","-321.62"
"2018/03/01","21,901.13","21,901.13","21,645.22","21,724.47","-343.77"
"2018/03/02","21,339.98","21,366.09","21,088.96","21,181.64","-542.83"
"2018/03/05","21,047.81","21,164.38","20,937.26","21,042.09","-139.55"
"2018/03/06","21,390.20","21,551.14","21,381.42","21,417.76","+375.67"
"2018/03/07","21,261.96","21,484.08","21,201.94","21,252.72","-165.04"
"2018/03/08","21,488.16","21,488.16","21,299.40","21,368.07","+115.35"
"2018/03/09","21,594.22","21,884.45","21,357.55","21,469.20","+101.13"
"2018/03/12","21,826.10","21,971.16","21,689.97","21,824.03","+354.83"
"2018/03/13","21,742.45","21,968.10","21,700.78","21,968.10","+144.07"
"2018/03/14","21,764.99","21,881.09","21,684.02","21,777.29","-190.81"
"2018/03/15","21,704.14","21,825.97","21,555.49","21,803.95","+26.66"
"2018/03/16","21,876.53","21,879.28","21,632.85","21,676.51","-127.44"
"2018/03/19","21,537.90","21,659.04","21,366.88","21,480.90","-195.61"
"2018/03/20","21,297.98","21,384.86","21,223.97","21,380.97","-99.93"
"2018/03/22","21,352.16","21,592.00","21,349.71","21,591.99","+211.02"
"2018/03/23","21,188.80","21,188.80","20,559.61","20,617.86","-974.13"
"2018/03/26","20,423.37","20,766.10","20,347.49","20,766.10","+148.24"
"2018/03/27","20,958.90","21,317.32","20,943.31","21,317.32","+551.22"
"2018/03/28","20,893.05","21,031.31","20,776.82","21,031.31","-286.01"
"2018/03/29","21,250.96","21,298.57","20,996.22","21,159.08","+127.77"
"2018/03/30","21,392.42","21,512.80","21,311.50","21,454.30","+295.22"
"2018/04/02","21,441.57","21,597.47","21,388.58","21,388.58","-65.72"
"2018/04/03","21,115.48","21,333.50","21,056.02","21,292.29","-96.29"
"2018/04/04","21,415.85","21,415.85","21,238.18","21,319.55","+27.26"
