"日付","始値","高値","安値","終値","前日比"
"2017/01/04","19,298.68","19,594.16","19,277.93","19,594.16","+479.79"
"2017/01/05","19,602.10","19,615.40","19,473.28","19,520.69","-73.47"
"2017/01/06","19,393.55","19,472.37","19,354.44","19,454.33","-66.36"
"2017/01/10","19,414.83","19,484.90","19,255.35","19,301.44","-152.89"
"2017/01/11","19,358.64","19,402.17","19,325.46","19,364.67","+63.23"
"2017/01/12","19,300.19","19,300.19","19,069.02","19,134.70","-229.97"
"2017/01/13","19,174.97","19,299.36","19,156.93","19,287.28","+152.58"
"2017/01/16","19,219.13","19,255.41","19,061.27","19,095.24","-192.04"
"2017/01/17","19,038.45","19,043.91","18,812.86","18,813.53","-281.71"
"2017/01/18","18,753.96","18,941.24","18,650.33","18,894.37","+80.84"
"2017/01/19","19,082.83","19,122.39","18,982.13","19,072.25","+177.88"
"2017/01/20","19,059.15","19,176.86","19,040.20","19,137.91","+65.66"
"2017/01/23","18,938.45","19,024.21","18,879.68","18,891.03","-246.88"
"2017/01/24","18,817.42","18,915.70","18,783.16","18,787.99","-103.04"
"2017/01/25","19,091.23","19,133.18","18,987.45","19,057.50","+269.51"
"2017/01/26","19,260.67","19,405.23","19,232.46","19,402.39","+344.89"
"2017/01/27","19,453.51","19,486.68","19,404.13","19,467.40","+65.01"
"2017/01/30","19,371.28","19,390.97","19,295.80","19,368.85","-98.55"
"2017/01/31","19,145.35","19,199.75","19,041.34","19,041.34","-327.51"
"2017/02/01","18,926.97","19,155.79","18,916.18","19,148.08","+106.74"
"2017/02/02","19,152.79","19,170.63","18,866.80","18,914.58","-233.50"
"2017/02/03","18,996.74","19,061.26","18,830.89","18,918.20","+3.62"
"2017/02/06","19,069.72","19,075.57","18,899.40","18,976.71","+58.51"
"2017/02/07","18,844.12","18,970.58","18,805.32","18,910.78","-65.93"
"2017/02/08","18,951.16","19,009.24","18,875.57","19,007.60","+96.82"
"2017/02/09","18,942.04","18,991.23","18,874.91","18,907.67","-99.93"
"2017/02/10","19,216.74","19,395.99","19,193.57","19,378.93","+471.26"
"2017/02/13","19,513.78","19,519.44","19,418.18","19,459.15","+80.22"
"2017/02/14","19,478.86","19,501.01","19,232.85","19,238.98","-220.17"
"2017/02/15","19,438.81","19,495.62","19,420.00","19,437.98","+199.00"
"2017/02/16","19,431.61","19,431.61","19,260.24","19,347.53","-90.45"
"2017/02/17","19,228.74","19,275.39","19,173.53","19,234.62","-112.91"
"2017/02/20","19,161.33","19,274.75","19,115.11","19,251.08","+16.46"
"2017/02/21","19,267.87","19,395.35","19,261.98","19,381.44","+130.36"
"2017/02/22","19,419.22","19,419.22","19,329.28","19,379.87","-1.57"
"2017/02/23","19,379.92","19,379.92","19,262.63","19,371.46","-8.41"
"2017/02/24","19,232.11","19,381.10","19,219.58","19,283.54","-87.92"
"2017/02/27","19,130.51","19,178.99","18,995.55","19,107.47","-176.07"
"2017/02/28","19,194.68","19,267.99","19,118.99","19,118.99","+11.52"
"2017/03/01","19,226.94","19,414.55","19,164.62","19,393.54","+274.55"
"2017/03/02","19,624.82","19,668.01","19,564.80","19,564.80","+171.26"
"2017/03/03","19,551.34","19,587.79","19,392.75","19,469.17","-95.63"
"2017/03/06","19,409.18","19,411.54","19,340.32","19,379.14","-90.03"
"2017/03/07","19,337.19","19,375.09","19,317.10","19,344.15","-34.99"
"2017/03/08","19,308.53","19,326.40","19,198.78","19,254.03","-90.12"
"2017/03/09","19,343.06","19,350.20","19,262.98","19,318.58","+64.55"
"2017/03/10","19,444.71","19,623.72","19,427.81","19,604.61","+286.03"
"2017/03/13","19,545.74","19,656.48","19,531.51","19,633.75","+29.14"
"2017/03/14","19,634.29","19,637.55","19,599.62","19,609.50","-24.25"
"2017/03/15","19,528.75","19,581.53","19,503.74","19,577.38","-32.12"
"2017/03/16","19,458.70","19,618.99","19,454.17","19,590.14","+12.76"
"2017/03/17","19,510.89","19,547.51","19,487.92","19,521.59","-68.55"
"2017/03/21","19,416.55","19,485.14","19,337.22","19,455.88","-65.71"
"2017/03/22","19,146.62","19,183.27","19,026.53","19,041.38","-414.50"
"2017/03/23","19,048.84","19,105.11","18,973.75","19,085.31","+43.93"
"2017/03/24","19,066.35","19,296.05","19,060.64","19,262.53","+177.22"
"2017/03/27","19,071.19","19,086.89","18,932.09","18,985.59","-276.94"
"2017/03/28","19,159.07","19,203.64","19,113.44","19,202.87","+217.28"
"2017/03/29","19,216.78","19,251.30","19,164.61","19,217.48","+14.61"
"2017/03/30","19,150.82","19,218.08","19,043.48","19,063.22","-154.26"
"2017/03/31","19,170.42","19,210.92","18,909.26","18,909.26","-153.96"
"2017/04/03","18,988.00","19,068.62","18,920.52","18,983.23","+73.97"
"2017/04/04","18,933.82","18,947.33","18,703.63","18,810.25","-172.98"
"2017/04/05","18,900.70","18,941.94","18,773.94","18,861.27","+51.02"
"2017/04/06","18,754.37","18,797.44","18,532.65","18,597.06","-264.21"
"2017/04/07","18,714.98","18,785.73","18,517.43","18,664.63","+67.57"
"2017/04/10","18,800.22","18,850.80","18,762.70","18,797.88","+133.25"
"2017/04/11","18,717.55","18,767.70","18,661.86","18,747.87","-50.01"
"2017/04/12","18,592.10","18,602.50","18,460.59","18,552.61","-195.26"
"2017/04/13","18,391.72","18,455.25","18,304.72","18,426.84","-125.77"
"2017/04/14","18,531.91","18,531.91","18,285.73","18,335.63","-91.21"
"2017/04/17","18,239.84","18,361.44","18,224.68","18,355.26","+19.63"
"2017/04/18","18,497.38","18,547.46","18,362.73","18,418.59","+63.33"
"2017/04/19","18,327.33","18,467.73","18,327.33","18,432.20","+13.61"
"2017/04/20","18,446.39","18,523.40","18,420.82","18,430.49","-1.71"
"2017/04/21","18,591.82","18,648.28","18,542.42","18,620.75","+190.26"
"2017/04/24","18,890.38","18,910.33","18,840.13","18,875.88","+255.13"
"2017/04/25","18,872.56","19,109.76","18,867.19","19,079.33","+203.45"
"2017/04/26","19,184.92","19,289.43","19,170.86","19,289.43","+210.10"
"2017/04/27","19,205.59","19,281.70","19,199.59","19,251.87","-37.56"
"2017/04/28","19,240.65","19,264.57","19,164.68","19,196.74","-55.13"
"2017/05/01","19,154.03","19,311.21","19,144.62","19,310.52","+113.78"
"2017/05/02","19,335.72","19,464.30","19,335.02","19,445.70","+135.18"
"2017/05/08","19,709.01","19,929.48","19,705.13","19,895.70","+450.00"
"2017/05/09","19,915.64","19,917.45","19,838.71","19,843.00","-52.70"
"2017/05/10","19,890.56","19,938.53","19,866.30","19,900.09","+57.09"
"2017/05/11","19,943.95","19,989.94","19,906.35","19,961.55","+61.46"
"2017/05/12","19,941.64","19,941.64","19,809.91","19,883.90","-77.65"
"2017/05/15","19,753.46","19,869.85","19,740.63","19,869.85","-14.05"
"2017/05/16","19,953.06","19,998.49","19,862.41","19,919.82","+49.97"
"2017/05/17","19,806.78","19,842.78","19,764.63","19,814.88","-104.94"
"2017/05/18","19,556.99","19,601.53","19,449.73","19,553.86","-261.02"
"2017/05/19","19,591.41","19,628.64","19,497.29","19,590.76","+36.90"
"2017/05/22","19,670.48","19,722.93","19,618.73","19,678.28","+87.52"
"2017/05/23","19,647.74","19,693.02","19,585.54","19,613.28","-65.00"
"2017/05/24","19,777.56","19,782.81","19,690.10","19,742.98","+129.70"
"2017/05/25","19,737.21","19,850.93","19,720.12","19,813.13","+70.15"
"2017/05/26","19,798.49","19,801.59","19,686.49","19,686.84","-126.29"
"2017/05/29","19,697.18","19,736.62","19,627.19","19,682.57","-4.27"
"2017/05/30","19,681.11","19,691.44","19,570.13","19,677.85","-4.72"
"2017/05/31","19,630.33","19,673.51","19,589.25","19,650.57","-27.28"
"2017/06/01","19,692.16","19,887.66","19,686.32","19,860.03","+209.46"
"2017/06/02","19,970.23","20,239.81","19,967.00","20,177.28","+317.25"
"2017/06/05","20,135.42","20,224.54","20,104.13","20,170.82","-6.46"
"2017/06/06","20,122.26","20,152.95","19,948.02","19,979.90","-190.92"
"2017/06/07","19,951.68","20,023.24","19,908.07","19,984.62","+4.72"
"2017/06/08","20,048.28","20,061.22","19,896.35","19,909.26","-75.36"
"2017/06/09","19,953.06","20,096.01","19,927.07","20,013.26","+104.00"
"2017/06/12","19,920.77","19,949.07","19,837.64","19,908.58","-104.68"
"2017/06/13","19,859.81","19,929.03","19,850.86","19,898.75","-9.83"
"2017/06/14","19,974.56","20,009.93","19,879.60","19,883.52","-15.23"
"2017/06/15","19,815.54","19,963.36","19,755.34","19,831.82","-51.70"
"2017/06/16","19,931.15","20,015.16","19,884.80","19,943.26","+111.44"
"2017/06/19","19,974.30","20,087.71","19,949.88","20,067.75","+124.49"
"2017/06/20","20,234.12","20,318.11","20,227.29","20,230.41","+162.66"
"2017/06/21","20,192.16","20,215.11","20,117.79","20,138.79","-91.62"
"2017/06/22","20,154.38","20,191.42","20,107.89","20,110.51","-28.28"
"2017/06/23","20,152.58","20,152.58","20,089.54","20,132.67","+22.16"
"2017/06/26","20,132.81","20,196.38","20,119.04","20,153.35","+20.68"
"2017/06/27","20,229.12","20,250.10","20,185.19","20,225.09","+71.74"
"2017/06/28","20,149.20","20,224.30","20,110.49","20,130.41","-94.68"
"2017/06/29","20,260.87","20,266.59","20,197.38","20,220.30","+89.89"
"2017/06/30","20,025.63","20,044.01","19,946.51","20,033.43","-186.87"
"2017/07/03","20,056.32","20,096.14","20,030.61","20,055.80","+22.37"
"2017/07/04","20,192.27","20,197.16","19,971.53","20,032.35","-23.45"
"2017/07/05","20,015.07","20,087.01","19,888.90","20,081.63","+49.28"
"2017/07/06","20,061.68","20,078.88","19,947.63","19,994.06","-87.57"
"2017/07/07","19,856.65","19,979.93","19,856.65","19,929.09","-64.97"
"2017/07/10","20,070.44","20,127.76","20,023.03","20,080.98","+151.89"
"2017/07/11","20,073.86","20,200.88","20,070.67","20,195.48","+114.50"
"2017/07/12","20,137.22","20,153.04","20,061.16","20,098.38","-97.10"
"2017/07/13","20,177.28","20,183.80","20,062.27","20,099.81","+1.43"
"2017/07/14","20,157.92","20,163.67","20,101.71","20,118.86","+19.05"
"2017/07/18","20,074.41","20,081.29","19,943.14","19,999.91","-118.95"
"2017/07/19","19,970.78","20,032.46","19,947.26","20,020.86","+20.95"
"2017/07/20","20,046.90","20,157.11","20,032.23","20,144.59","+123.73"
"2017/07/21","20,089.86","20,135.33","20,081.91","20,099.75","-44.84"
"2017/07/24","19,973.67","20,002.54","19,901.88","19,975.67","-124.08"
"2017/07/25","19,979.56","20,036.31","19,941.61","19,955.20","-20.47"
"2017/07/26","20,098.14","20,116.00","20,016.58","20,050.16","+94.96"
"2017/07/27","20,026.58","20,176.39","20,005.20","20,079.64","+29.48"
"2017/07/28","20,048.46","20,056.16","19,926.60","19,959.84","-119.80"
"2017/07/31","19,933.45","19,983.90","19,891.90","19,925.18","-34.66"
"2017/08/01","19,907.08","20,000.46","19,904.72","19,985.79","+60.61"
"2017/08/02","20,057.07","20,113.73","20,022.05","20,080.04","+94.25"
"2017/08/03","20,066.00","20,070.16","19,985.40","20,029.26","-50.78"
"2017/08/04","19,949.79","19,984.51","19,933.59","19,952.33","-76.93"
