"日付","始値","高値","安値","終値","前日比"
"2014/12/08","18,004.66","18,030.83","17,869.74","17,935.64","+15.19"
"2014/12/09","17,820.24","17,892.16","17,773.30","17,813.38","-122.26"
"2014/12/10","17,623.35","17,658.14","17,308.82","17,412.58","-400.80"
"2014/12/11","17,180.49","17,289.73","17,043.63","17,257.40","-155.18"
"2014/12/12","17,317.69","17,526.19","17,298.19","17,371.58","+114.18"
"2014/12/15","17,111.49","17,258.32","17,037.21","17,099.40","-272.18"
"2014/12/16","16,862.42","16,895.39","16,714.83","16,755.32","-344.08"
"2014/12/17","16,689.34","16,891.02","16,672.94","16,819.73","+64.41"
"2014/12/18","17,142.95","17,274.23","17,136.41","17,210.05","+390.32"
"2014/12/19","17,511.01","17,621.40","17,471.60","17,621.40","+411.35"
"2014/12/22","17,685.53","17,692.58","17,572.62","17,635.14","+13.74"
"2014/12/24","17,842.04","17,875.41","17,800.42","17,854.23","+219.09"
"2014/12/25","17,804.84","17,832.47","17,773.59","17,808.75","-45.48"
"2014/12/26","17,778.91","17,843.73","17,769.01","17,818.96","+10.21"
"2014/12/29","17,914.55","17,914.55","17,525.66","17,729.84","-89.12"
"2014/12/30","17,702.12","17,713.76","17,450.77","17,450.77","-279.07"
